GRANTMAKER,RECIPIENT,value,interlock
ROBERTS FOUNDATION The,YOUNG AMERICA'S FOUNDATION,0.0,False
ROE FOUNDATION The,YOUNG AMERICA'S FOUNDATION,45171.962604,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,YOUNG AMERICA'S FOUNDATION,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",YOUNG AMERICA'S FOUNDATION,0.0,False
SAN FRANCISCO FOUNDATION The,YOUNG AMERICA'S FOUNDATION,13253.7581854,False
SCAIFE FAMILY FOUNDATIONS,YOUNG AMERICA'S FOUNDATION,1604509.10779,True
SEARLE FREEDOM TRUST,YOUNG AMERICA'S FOUNDATION,0.0,False
SILICON VALLEY COMMUNITY FOUNDATION,YOUNG AMERICA'S FOUNDATION,150194.230457,False
SMITH RICHARDSON FOUNDATION,YOUNG AMERICA'S FOUNDATION,0.0,False
SORENSON LEGACY FOUNDATION,YOUNG AMERICA'S FOUNDATION,0.0,False
STARR FOUNDATION The,YOUNG AMERICA'S FOUNDATION,0.0,False
SUSQUEHANNA FOUNDATION,YOUNG AMERICA'S FOUNDATION,0.0,False
THOMAS W SMITH FOUNDATION INC,YOUNG AMERICA'S FOUNDATION,103896.1039,False
"TRIAD FOUNDATION, INC.",YOUNG AMERICA'S FOUNDATION,110255.08086300001,False
TULLY AND ELISE FRIEDMAN FUND,YOUNG AMERICA'S FOUNDATION,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",YOUNG AMERICA'S FOUNDATION,0.0,False
WALTON FAMILY FOUNDATION,YOUNG AMERICA'S FOUNDATION,0.0,False
WESTROCK FOUNDATION The,YOUNG AMERICA'S FOUNDATION,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,YOUNG AMERICA'S FOUNDATION,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",YOUNG AMERICA'S FOUNDATION,0.0,False
WILLIAM H. DONNER FOUNDATION The,YOUNG AMERICA'S FOUNDATION,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",YOUNG AMERICA'S FOUNDATION,0.0,False
ADOLPH COORS FOUNDATION,HOOVER INSTITUTION,0.0,False
AMBROSE MONELL FOUNDATION,HOOVER INSTITUTION,1410700.17389,False
ANNENBERG FOUNDATION,HOOVER INSTITUTION,22611560.487099998,False
ANSCHUTZ FOUNDATION The,HOOVER INSTITUTION,40405.11213,False
ARMSTRONG FOUNDATION,HOOVER INSTITUTION,0.0,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,HOOVER INSTITUTION,190897.15193,False
BETH AND RAVENEL CURRY FOUNDATION,HOOVER INSTITUTION,0.0,False
BILL AND MELINDA GATES FOUNDATION,HOOVER INSTITUTION,0.0,False
BODMAN FOUNDATIONS,HOOVER INSTITUTION,83116.88312,False
BRADLEY IMPACT FUND,HOOVER INSTITUTION,11111.646972999999,False
"BRADY EDUCATION FOUNDATION, INC.",HOOVER INSTITUTION,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,HOOVER INSTITUTION,509229.4372,False
CHASE FOUNDATION OF VIRGINIA,HOOVER INSTITUTION,0.0,False
CLAWS FOUNDATION,HOOVER INSTITUTION,0.0,False
"COVENANT FOUNDATION, INC.",HOOVER INSTITUTION,0.0,False
DANIELS FUND,HOOVER INSTITUTION,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,HOOVER INSTITUTION,0.0,False
DAVIS FAMILY FOUNDATIONS,HOOVER INSTITUTION,6095936.40813,False
DEVOS FAMILY FOUNDATIONS,HOOVER INSTITUTION,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,HOOVER INSTITUTION,673348.2259792,False
DUNN FOUNDATION THE,HOOVER INSTITUTION,0.0,False
E. L. CRAIG FOUNDATION,HOOVER INSTITUTION,0.0,False
ED UIHLEIN FAMILY FOUNDATION,HOOVER INSTITUTION,0.0,False
EWING MARION KAUFFMAN FOUNDATION,HOOVER INSTITUTION,69706.01537000001,False
EXXONMOBIL FOUNDATION,HOOVER INSTITUTION,199663.98064,False
"F. M. KIRBY FOUNDATION, INC.",HOOVER INSTITUTION,0.0,False
FRED MAYTAG FAMILY FOUNDATION,HOOVER INSTITUTION,218181.8182,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,HOOVER INSTITUTION,0.0,False
"GALASHIELS FUND, LTD",HOOVER INSTITUTION,0.0,False
GLEASON FAMILY FOUNDATION,HOOVER INSTITUTION,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,HOOVER INSTITUTION,0.0,False
GROVER HERMANN FOUNDATION The,HOOVER INSTITUTION,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,HOOVER INSTITUTION,0.0,False
HERRICK FOUNDATION,HOOVER INSTITUTION,0.0,False
HERTOG FOUNDATION,HOOVER INSTITUTION,0.0,False
HOWARD CHARITABLE FOUNDATION,HOOVER INSTITUTION,11583077.7882,False
J. P. HUMPHREYS FOUNDATION,HOOVER INSTITUTION,0.0,False
J.M. KAPLAN FUND,HOOVER INSTITUTION,0.0,False
JAQUELIN HUME FOUNDATION,HOOVER INSTITUTION,235345.0141,False
JEAN PERKINS FOUNDATION,HOOVER INSTITUTION,7504423.4649,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,HOOVER INSTITUTION,629921.2598,False
JOHN TEMPLETON FOUNDATION,HOOVER INSTITUTION,193274.3363,False
JOHN WILLIAM POPE FOUNDATION,HOOVER INSTITUTION,0.0,False
KERN FAMILY FOUNDATION,HOOVER INSTITUTION,0.0,False
KORET FOUNDATION,HOOVER INSTITUTION,1580470.957664,False
KOVNER FOUNDATION The,HOOVER INSTITUTION,0.0,False
KRIEBLE FOUNDATION THE,HOOVER INSTITUTION,0.0,False
LAKESIDE FOUNDATION,HOOVER INSTITUTION,12164922.30495,False
LAURA AND JOHN ARNOLD FOUNDATION,HOOVER INSTITUTION,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",HOOVER INSTITUTION,0.0,False
LILLY ENDOWMENT INC.,HOOVER INSTITUTION,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,HOOVER INSTITUTION,7607729.42557,False
M.J. MURDOCK CHARITABLE TRUST,HOOVER INSTITUTION,0.0,False
MALONE FAMILY FOUNDATION The,HOOVER INSTITUTION,0.0,False
"MARCUS FOUNDATION, INC. The",HOOVER INSTITUTION,2114906.685953,False
MERCER FAMILY FOUNDATION,HOOVER INSTITUTION,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",HOOVER INSTITUTION,28368.79433,False
ORANGE COUNTY COMMUNITY FOUNDATION,HOOVER INSTITUTION,2298040.96786,False
ORANGE CRIMSON FOUNDATION,HOOVER INSTITUTION,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,HOOVER INSTITUTION,0.0,False
PROMETHEUS FOUNDATION,HOOVER INSTITUTION,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,HOOVER INSTITUTION,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,HOOVER INSTITUTION,8476.1325412,False
ROBERT AND ARDIS JAMES FOUNDATION INC,HOOVER INSTITUTION,0.0,False
ROBERTS FOUNDATION The,HOOVER INSTITUTION,0.0,False
ROE FOUNDATION The,HOOVER INSTITUTION,0.0,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,HOOVER INSTITUTION,4005349.32722,False
"S.D. BECHTEL, JR. FOUNDATION",HOOVER INSTITUTION,783281.0867000001,False
SAN FRANCISCO FOUNDATION The,HOOVER INSTITUTION,194483.7570034,False
SCAIFE FAMILY FOUNDATIONS,HOOVER INSTITUTION,10048268.42083,False
SEARLE FREEDOM TRUST,HOOVER INSTITUTION,477775.27945,False
SILICON VALLEY COMMUNITY FOUNDATION,HOOVER INSTITUTION,110999.7614,False
SMITH RICHARDSON FOUNDATION,HOOVER INSTITUTION,6187445.76565,False
SORENSON LEGACY FOUNDATION,HOOVER INSTITUTION,0.0,False
STARR FOUNDATION The,HOOVER INSTITUTION,0.0,False
SUSQUEHANNA FOUNDATION,HOOVER INSTITUTION,0.0,False
THOMAS W SMITH FOUNDATION INC,HOOVER INSTITUTION,0.0,False
"TRIAD FOUNDATION, INC.",HOOVER INSTITUTION,0.0,False
TULLY AND ELISE FRIEDMAN FUND,HOOVER INSTITUTION,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",HOOVER INSTITUTION,0.0,False
WALTON FAMILY FOUNDATION,HOOVER INSTITUTION,9755579.81572,False
WESTROCK FOUNDATION The,HOOVER INSTITUTION,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,HOOVER INSTITUTION,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",HOOVER INSTITUTION,1791084.144204,False
WILLIAM H. DONNER FOUNDATION The,HOOVER INSTITUTION,495941.38799,False
"WILLIAM K. BOWES, JR. FOUNDATION",HOOVER INSTITUTION,1953308.0644999999,False
ADOLPH COORS FOUNDATION,ACCURACY IN MEDIA,0.0,False
AMBROSE MONELL FOUNDATION,ACCURACY IN MEDIA,0.0,False
ANNENBERG FOUNDATION,ACCURACY IN MEDIA,0.0,False
ANSCHUTZ FOUNDATION The,ACCURACY IN MEDIA,11857.70751,False
ARMSTRONG FOUNDATION,ACCURACY IN MEDIA,17206.290472,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,ACCURACY IN MEDIA,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,ACCURACY IN MEDIA,0.0,False
BILL AND MELINDA GATES FOUNDATION,ACCURACY IN MEDIA,0.0,False
BODMAN FOUNDATIONS,ACCURACY IN MEDIA,0.0,False
BRADLEY IMPACT FUND,ACCURACY IN MEDIA,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",ACCURACY IN MEDIA,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,ACCURACY IN MEDIA,0.0,False
CHASE FOUNDATION OF VIRGINIA,ACCURACY IN MEDIA,108.8435374,False
CLAWS FOUNDATION,ACCURACY IN MEDIA,0.0,False
"COVENANT FOUNDATION, INC.",ACCURACY IN MEDIA,0.0,False
DANIELS FUND,ACCURACY IN MEDIA,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,ACCURACY IN MEDIA,0.0,False
DAVIS FAMILY FOUNDATIONS,ACCURACY IN MEDIA,0.0,False
DEVOS FAMILY FOUNDATIONS,ACCURACY IN MEDIA,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,ACCURACY IN MEDIA,40036.780841600004,False
DUNN FOUNDATION THE,ACCURACY IN MEDIA,0.0,False
E. L. CRAIG FOUNDATION,ACCURACY IN MEDIA,0.0,False
ED UIHLEIN FAMILY FOUNDATION,ACCURACY IN MEDIA,140746.168444,False
EWING MARION KAUFFMAN FOUNDATION,ACCURACY IN MEDIA,0.0,False
EXXONMOBIL FOUNDATION,ACCURACY IN MEDIA,0.0,False
"F. M. KIRBY FOUNDATION, INC.",ACCURACY IN MEDIA,97406.149767,False
FRED MAYTAG FAMILY FOUNDATION,ACCURACY IN MEDIA,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,ACCURACY IN MEDIA,0.0,False
"GALASHIELS FUND, LTD",ACCURACY IN MEDIA,0.0,False
GLEASON FAMILY FOUNDATION,ACCURACY IN MEDIA,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,ACCURACY IN MEDIA,1955.7140142,False
GROVER HERMANN FOUNDATION The,ACCURACY IN MEDIA,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,ACCURACY IN MEDIA,0.0,False
HERRICK FOUNDATION,ACCURACY IN MEDIA,0.0,False
HERTOG FOUNDATION,ACCURACY IN MEDIA,0.0,False
HOWARD CHARITABLE FOUNDATION,ACCURACY IN MEDIA,0.0,False
J. P. HUMPHREYS FOUNDATION,ACCURACY IN MEDIA,0.0,False
J.M. KAPLAN FUND,ACCURACY IN MEDIA,0.0,False
JAQUELIN HUME FOUNDATION,ACCURACY IN MEDIA,0.0,False
JEAN PERKINS FOUNDATION,ACCURACY IN MEDIA,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,ACCURACY IN MEDIA,0.0,False
JOHN TEMPLETON FOUNDATION,ACCURACY IN MEDIA,0.0,False
JOHN WILLIAM POPE FOUNDATION,ACCURACY IN MEDIA,0.0,False
KERN FAMILY FOUNDATION,ACCURACY IN MEDIA,0.0,False
KORET FOUNDATION,ACCURACY IN MEDIA,0.0,False
KOVNER FOUNDATION The,ACCURACY IN MEDIA,0.0,False
KRIEBLE FOUNDATION THE,ACCURACY IN MEDIA,0.0,False
LAKESIDE FOUNDATION,ACCURACY IN MEDIA,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,ACCURACY IN MEDIA,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",ACCURACY IN MEDIA,0.0,False
LILLY ENDOWMENT INC.,ACCURACY IN MEDIA,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,ACCURACY IN MEDIA,0.0,False
M.J. MURDOCK CHARITABLE TRUST,ACCURACY IN MEDIA,0.0,False
MALONE FAMILY FOUNDATION The,ACCURACY IN MEDIA,0.0,False
"MARCUS FOUNDATION, INC. The",ACCURACY IN MEDIA,0.0,False
MERCER FAMILY FOUNDATION,ACCURACY IN MEDIA,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",ACCURACY IN MEDIA,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,ACCURACY IN MEDIA,0.0,False
ORANGE CRIMSON FOUNDATION,ACCURACY IN MEDIA,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,ACCURACY IN MEDIA,0.0,False
PROMETHEUS FOUNDATION,ACCURACY IN MEDIA,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,ACCURACY IN MEDIA,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,ACCURACY IN MEDIA,8396.801615,False
ROBERT AND ARDIS JAMES FOUNDATION INC,ACCURACY IN MEDIA,0.0,False
ROBERTS FOUNDATION The,ACCURACY IN MEDIA,0.0,False
ROE FOUNDATION The,ACCURACY IN MEDIA,0.0,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,ACCURACY IN MEDIA,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",ACCURACY IN MEDIA,0.0,False
SAN FRANCISCO FOUNDATION The,ACCURACY IN MEDIA,0.0,False
SCAIFE FAMILY FOUNDATIONS,ACCURACY IN MEDIA,1587976.8081,False
SEARLE FREEDOM TRUST,ACCURACY IN MEDIA,0.0,False
SILICON VALLEY COMMUNITY FOUNDATION,ACCURACY IN MEDIA,0.0,False
SMITH RICHARDSON FOUNDATION,ACCURACY IN MEDIA,0.0,False
SORENSON LEGACY FOUNDATION,ACCURACY IN MEDIA,0.0,False
STARR FOUNDATION The,ACCURACY IN MEDIA,0.0,False
SUSQUEHANNA FOUNDATION,ACCURACY IN MEDIA,0.0,False
THOMAS W SMITH FOUNDATION INC,ACCURACY IN MEDIA,0.0,False
"TRIAD FOUNDATION, INC.",ACCURACY IN MEDIA,0.0,False
TULLY AND ELISE FRIEDMAN FUND,ACCURACY IN MEDIA,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",ACCURACY IN MEDIA,0.0,False
WALTON FAMILY FOUNDATION,ACCURACY IN MEDIA,0.0,False
WESTROCK FOUNDATION The,ACCURACY IN MEDIA,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,ACCURACY IN MEDIA,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",ACCURACY IN MEDIA,0.0,False
WILLIAM H. DONNER FOUNDATION The,ACCURACY IN MEDIA,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",ACCURACY IN MEDIA,0.0,False
ADOLPH COORS FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
AMBROSE MONELL FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ANNENBERG FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ANSCHUTZ FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,17910.44776,False
ARMSTRONG FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
BILL AND MELINDA GATES FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
BODMAN FOUNDATIONS,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
BRADLEY IMPACT FUND,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
CHASE FOUNDATION OF VIRGINIA,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
CLAWS FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"COVENANT FOUNDATION, INC.",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
DANIELS FUND,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
DAVIS FAMILY FOUNDATIONS,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
DEVOS FAMILY FOUNDATIONS,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
DUNN FOUNDATION THE,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
E. L. CRAIG FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ED UIHLEIN FAMILY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
EWING MARION KAUFFMAN FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
EXXONMOBIL FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"F. M. KIRBY FOUNDATION, INC.",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
FRED MAYTAG FAMILY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
FREDERICK E. AND JULIA G. NONNEMAN FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"GALASHIELS FUND, LTD",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
GLEASON FAMILY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
GREATER HOUSTON COMMUNITY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,11594.2029,False
GROVER HERMANN FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
HERBERT H. AND GRACE A. DOW FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
HERRICK FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
HERTOG FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
HOWARD CHARITABLE FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
J. P. HUMPHREYS FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
J.M. KAPLAN FUND,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
JAQUELIN HUME FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
JEAN PERKINS FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
JOHN TEMPLETON FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
JOHN WILLIAM POPE FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
KERN FAMILY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
KORET FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
KOVNER FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
KRIEBLE FOUNDATION THE,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
LAKESIDE FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
LAURA AND JOHN ARNOLD FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"LILLIAN S. WELLS FOUNDATION, INC.",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
LILLY ENDOWMENT INC.,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
LYNDE AND HARRY BRADLEY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
M.J. MURDOCK CHARITABLE TRUST,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
MALONE FAMILY FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"MARCUS FOUNDATION, INC. The",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
MERCER FAMILY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"NOBLE RESEARCH INSTITUTE, LLC",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ORANGE COUNTY COMMUNITY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ORANGE CRIMSON FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
PIERRE F. AND ENID GOODRICH FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
PROMETHEUS FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
RICHARD AND BARBARA GABY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
RICHARD SETH STALEY EDUCATIONAL FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ROBERT AND ARDIS JAMES FOUNDATION INC,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ROBERTS FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ROE FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ROSE-MARIE AND JACK R. ANDERSON FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"S.D. BECHTEL, JR. FOUNDATION",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
SAN FRANCISCO FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
SCAIFE FAMILY FOUNDATIONS,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
SEARLE FREEDOM TRUST,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
SILICON VALLEY COMMUNITY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
SMITH RICHARDSON FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
SORENSON LEGACY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
STARR FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
SUSQUEHANNA FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
THOMAS W SMITH FOUNDATION INC,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"TRIAD FOUNDATION, INC.",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
TULLY AND ELISE FRIEDMAN FUND,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
WALTON FAMILY FOUNDATION,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
WESTROCK FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
WILLIAM AND FLORA HEWLETT FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"WILLIAM E. SIMON FOUNDATION, INC.",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
WILLIAM H. DONNER FOUNDATION The,AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
"WILLIAM K. BOWES, JR. FOUNDATION",AMERICAN ASSOCIATION OF PETROLEUM GEOLOGISTS,0.0,False
ADOLPH COORS FOUNDATION,AMERICAN SPECTATOR FOUNDATION,0.0,False
AMBROSE MONELL FOUNDATION,AMERICAN SPECTATOR FOUNDATION,0.0,False
ANNENBERG FOUNDATION,AMERICAN SPECTATOR FOUNDATION,0.0,False
ANSCHUTZ FOUNDATION The,AMERICAN SPECTATOR FOUNDATION,182748.37975999998,False
ARMSTRONG FOUNDATION,AMERICAN SPECTATOR FOUNDATION,24540.480607999998,False
ARTHUR CARLYSE CIOCCA CHARITABLE FOUNDATION,AMERICAN SPECTATOR FOUNDATION,0.0,False
BETH AND RAVENEL CURRY FOUNDATION,AMERICAN SPECTATOR FOUNDATION,0.0,False
BILL AND MELINDA GATES FOUNDATION,AMERICAN SPECTATOR FOUNDATION,0.0,False
BODMAN FOUNDATIONS,AMERICAN SPECTATOR FOUNDATION,0.0,False
BRADLEY IMPACT FUND,AMERICAN SPECTATOR FOUNDATION,0.0,False
"BRADY EDUCATION FOUNDATION, INC.",AMERICAN SPECTATOR FOUNDATION,0.0,False
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICAN SPECTATOR FOUNDATION,181841.97515399999,False
CHASE FOUNDATION OF VIRGINIA,AMERICAN SPECTATOR FOUNDATION,30976.898965,False
CLAWS FOUNDATION,AMERICAN SPECTATOR FOUNDATION,0.0,False
"COVENANT FOUNDATION, INC.",AMERICAN SPECTATOR FOUNDATION,0.0,False
DANIELS FUND,AMERICAN SPECTATOR FOUNDATION,0.0,False
DAVID J.  MARY L. G. THEROUX FOUNDATION,AMERICAN SPECTATOR FOUNDATION,0.0,False
DAVIS FAMILY FOUNDATIONS,AMERICAN SPECTATOR FOUNDATION,78177.16597500001,False
DEVOS FAMILY FOUNDATIONS,AMERICAN SPECTATOR FOUNDATION,0.0,False
