ein,name,position,year,org
36-3309812,WALTER BUCHHOLTZ,GOVERNMENT RELATIONS ADVISOR,2003,HEARTLAND INSTITUTE
36-3309812,DAVID PADDEN,DIRECTOR,2003,HEARTLAND INSTITUTE
36-3309812,ROBERT BUFORD,DIRECTOR,2003,HEARTLAND INSTITUTE
36-3309812,David H. Padden,DIRECTOR,2003,HEARTLAND INSTITUTE
36-3309812,JAMES FITZGERALD,MANAGING DIRECTOR,2003,HEARTLAND INSTITUTE
36-3309812,PAUL FISCHER,HEAD OF REAL ESTATE,2003,HEARTLAND INSTITUTE
36-3309812,JAMES JOHNSTON,DIRECTOR,2003,HEARTLAND INSTITUTE
36-3309812,JOSEPH BAST,PRESIDENT,2002,HEARTLAND INSTITUTE
36-3309812,PAUL FISCHER,HEAD OF REAL ESTATE,2002,HEARTLAND INSTITUTE
36-3309812,FRANK RESNIK,DIRECTOR,2002,HEARTLAND INSTITUTE
36-3309812,ROY MARDEN,DIRECTOR,2002,HEARTLAND INSTITUTE
36-3309812,JAMES JOHNSTON,DIRECTOR,2002,HEARTLAND INSTITUTE
36-3309812,LESLIE ROSE,DIRECTOR,2002,HEARTLAND INSTITUTE
36-3309812,WALTER BUCHHOLTZ,GOVT RELATIONS ADVISOR,2002,HEARTLAND INSTITUTE
36-3309812,DAN HALES,ATTORNEY,2002,HEARTLAND INSTITUTE
36-3309812,LEE WALKER,DIRECTOR,2002,HEARTLAND INSTITUTE
36-3309812,JAMES FITZGERALD,MANAGING DIRECTOR,2002,HEARTLAND INSTITUTE
36-3309812,ROBERT BUFORD,DIRECTOR,2002,HEARTLAND INSTITUTE
36-3309812,THOMAS WALTON,DIRECTOR,2002,HEARTLAND INSTITUTE
36-3309812,WILLIAM HIGGINSON,DIRECTOR,2002,HEARTLAND INSTITUTE
36-3309812,DAVID PADDEN,DIRECTOR,2002,HEARTLAND INSTITUTE
36-3309812,HERBERT WALBERG,CHAIRMAN,2002,HEARTLAND INSTITUTE
36-3309812,LESLIE ROSE,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,THOMAS WALTON,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,PAUL E FISHER,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,ROBERT BUFORD,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,JAMES L JOHNSTON,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,HERBERT J. WALBERG,CHAIRMAN,2001,HEARTLAND INSTITUTE
36-3309812,DAN HALES,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,ROBERT RUSSELL,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,JOHN SKORBURG,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,WILLIAM HIGGINSON,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,LEE WALKER,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,ROY E MARDEN,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,DAVID H PADDEN,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,JOSEPH L BAST,PRESIDENT,2001,HEARTLAND INSTITUTE
36-3309812,JAMES G FITZGERALD,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,ROSS KAMINSKY,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,FRANK RESNIK,DIRECTOR,2001,HEARTLAND INSTITUTE
36-3309812,JOSEPH L. BAST,PRESIDENT,2000,HEARTLAND INSTITUTE
36-3309812,LEE WALKER,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,ROBERT RUSSELL,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,DAVE THORNBURY,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,LESLIE ROSE,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,DAVID H. PADDEN,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,JAMES L. JOHNSTON,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,WILLIAM HIGGINSON,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,HERBERT J. WALBERG,CHAIRMAN,2000,HEARTLAND INSTITUTE
36-3309812,JOHN SKORBURG,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,JAMES G. FITZGERALD,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,PAUL E. FISHER,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,ROBERT BUFORD,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,DAN HALES,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,ROY E. MARDEN,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,FRANK RESNIK,DIRECTOR,2000,HEARTLAND INSTITUTE
36-3309812,JOSEPH L. BAST,PRESIDENT,1999,HEARTLAND INSTITUTE
36-3309812,DAVID H. PADDEN,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,"RONALD DOCKSAI, PH.D.",DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,FRANK RESNIK,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,JOHN HOSEMANN,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,DAVE THORNBURY,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,JAMES G. FITZGERALD,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,AL ST. CLAIR,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,HERBERT J. WALBERG,CHAIRMAN,1999,HEARTLAND INSTITUTE
36-3309812,LEE WALKER,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,JAMES L. JOHNSTON,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,LESLIE ROSE,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,DAN HALES,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,ROY E. MARDEN,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,ROBERT BUFORD,DIRECTOR,1999,HEARTLAND INSTITUTE
36-3309812,JOSEPH L. BAST,PRESIDENT,1998,HEARTLAND INSTITUTE
36-3309812,HERBERT J. WALBERG,CHAIRMAN,1998,HEARTLAND INSTITUTE
36-3309812,JOHN HOSEMANN,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,AL ST. CLAIR,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,DAVID H. PADDEN,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,JAMES G. FITZGERALD,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,JAMES L. JOHNSTON,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,DAVE THORNBURY,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,"RONALD DOCKSAI, PH.D.",DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,ROBERT BUFORD,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,DAN HALES,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,FRANK RESNIK,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,LEE WALKER,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,ROY E. MARDEN,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,LESLIE ROSE,DIRECTOR,1998,HEARTLAND INSTITUTE
36-3309812,JOSEPH L. BAST,PRESIDENT,1997,HEARTLAND INSTITUTE
36-3309812,JOHN HOSEMANN,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,JAMES L. JOHNSTON,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,ROY E. MARDEN,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,DAVID H. PADDEN,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,FRANK RESNIK,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,LESLIE ROSE,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,AL ST. CLAIR,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,HERBERT J. WALBERG,CHAIRMAN,1997,HEARTLAND INSTITUTE
36-3309812,LEE WALKER,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,ROBERT BUFORD,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,RONALD DOCKSAI,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,THEODORE ECK,DIRECTOR,1997,HEARTLAND INSTITUTE
36-3309812,DAN HALES,DIRECTOR,1997,HEARTLAND INSTITUTE
57-0952531,TRACIE J SHARP,PRESIDENT,2017,STATE POLICY NETWORK
57-0952531,TONY WOODLIEF,EXECUTIVE VICE PRESIDENT,2017,STATE POLICY NETWORK
57-0952531,CARL O HELSTROM III,CHAIRMAN,2017,STATE POLICY NETWORK
57-0952531,STANFORD D SWIM,SECRETARY,2017,STATE POLICY NETWORK
57-0952531,THOMAS L WILCOX,TREASURER,2017,STATE POLICY NETWORK
57-0952531,THEODORE D ABRAM,DIRECTOR,2017,STATE POLICY NETWORK
57-0952531,LAWSON BADER,DIRECTOR,2017,STATE POLICY NETWORK
57-0952531,JOHN HOOD,DIRECTOR,2017,STATE POLICY NETWORK
57-0952531,ADAM MEYERSON,DIRECTOR,2017,STATE POLICY NETWORK
57-0952531,BRIDGETT G WAGNER,DIRECTOR,2017,STATE POLICY NETWORK
57-0952531,KAREN BUCHWALD WRIGHT,DIRECTOR,2017,STATE POLICY NETWORK
57-0952531,TRACIE J SHARP,PRESIDENT,2016,STATE POLICY NETWORK
57-0952531,TONY WOODLIEF,EXECUTIVE VICE PRESIDENT,2016,STATE POLICY NETWORK
57-0952531,CARL O HELSTROM III,CHAIRMAN,2016,STATE POLICY NETWORK
57-0952531,STANFORD D SWIM,SECRETARY,2016,STATE POLICY NETWORK
57-0952531,THOMAS L WILCOX,TREASURER,2016,STATE POLICY NETWORK
57-0952531,THEODORE D ABRAM,DIRECTOR,2016,STATE POLICY NETWORK
57-0952531,JOHN W JACKSON,DIRECTOR,2016,STATE POLICY NETWORK
57-0952531,ADAM MEYERSON,DIRECTOR,2016,STATE POLICY NETWORK
57-0952531,BRIDGETT G WAGNER,DIRECTOR,2016,STATE POLICY NETWORK
57-0952531,Tracie J Sharp,President,2015,STATE POLICY NETWORK
57-0952531,Tony Woodlief,Executive Vice President,2015,STATE POLICY NETWORK
57-0952531,Carl O Helstrom III,Chairman,2015,STATE POLICY NETWORK
57-0952531,Stanford D Swim,Secretary,2015,STATE POLICY NETWORK
57-0952531,Thomas L Willcox,Treasurer,2015,STATE POLICY NETWORK
57-0952531,Theodore D Abram,Director,2015,STATE POLICY NETWORK
57-0952531,John W Jackson,Director,2015,STATE POLICY NETWORK
57-0952531,Adam Meyerson,Director,2015,STATE POLICY NETWORK
57-0952531,Bridgett G Wagner,Director,2015,STATE POLICY NETWORK
57-0952531,Barbara Wells Kenney,Director,2015,STATE POLICY NETWORK
57-0952531,Tracie J Sharp,President,2014,STATE POLICY NETWORK
57-0952531,Tony Woodlief,Executive Vice President,2014,STATE POLICY NETWORK
57-0952531,Carl O Helstrom III,Chairman,2014,STATE POLICY NETWORK
57-0952531,Stanford D Swim,Secretary,2014,STATE POLICY NETWORK
57-0952531,Thomas L Willcox,Treasurer,2014,STATE POLICY NETWORK
57-0952531,Theodore D Abram,Director,2014,STATE POLICY NETWORK
57-0952531,Whitney L Ball,Director,2014,STATE POLICY NETWORK
57-0952531,John W Jackson,Director,2014,STATE POLICY NETWORK
57-0952531,Adam Meyerson,Director,2014,STATE POLICY NETWORK
57-0952531,Bndgett G Wagner,Director,2014,STATE POLICY NETWORK
57-0952531,Barbara Wells Kenney,Director,2014,STATE POLICY NETWORK
57-0952531,Tracie J Sharp,President,2013,STATE POLICY NETWORK
57-0952531,Tony Woodlief,Executive Vice President,2013,STATE POLICY NETWORK
57-0952531,Carl O Helstrom III,Chairman,2013,STATE POLICY NETWORK
57-0952531,Stanford D Swim,Secretary,2013,STATE POLICY NETWORK
57-0952531,Thomas L Willcox,Treasurer,2013,STATE POLICY NETWORK
57-0952531,Theodore D Abram,Director,2013,STATE POLICY NETWORK
57-0952531,Whitney L Ball,Director,2013,STATE POLICY NETWORK
57-0952531,John W Jackson,Director,2013,STATE POLICY NETWORK
57-0952531,Adam Meyerson,Director,2013,STATE POLICY NETWORK
57-0952531,Bndgett G Wagner,Director,2013,STATE POLICY NETWORK
57-0952531,Barbara Wells Kenney,Director,2013,STATE POLICY NETWORK
57-0952531,Tracie J Sharp,President,2012,STATE POLICY NETWORK
57-0952531,Jennifer Butler,Executive VP,2012,STATE POLICY NETWORK
57-0952531,Carl 0 Helstrom III,Chairman,2012,STATE POLICY NETWORK
57-0952531,Stanford D Swim,Secretary,2012,STATE POLICY NETWORK
57-0952531,Thomas L Willcox,Treasurer,2012,STATE POLICY NETWORK
57-0952531,Gisele Huff PhD,Treasurer (resigned November 2012,2012,STATE POLICY NETWORK
57-0952531,Theodore D Abram,Director,2012,STATE POLICY NETWORK
57-0952531,Whitney L Ball,Director,2012,STATE POLICY NETWORK
57-0952531,John W Jackson,Director,2012,STATE POLICY NETWORK
57-0952531,Barbara Wells Kenney,Director,2012,STATE POLICY NETWORK
57-0952531,Adam Meyerson,Director,2012,STATE POLICY NETWORK
57-0952531,Bndgett G Wagner,Director,2012,STATE POLICY NETWORK
57-0952531,Tracie J Sharp,President,2011,STATE POLICY NETWORK
57-0952531,Jennifer Butler,Executive VP,2011,STATE POLICY NETWORK
57-0952531,Carl Helstrom,Chairman,2011,STATE POLICY NETWORK
57-0952531,Gisele Huff PhD,Treasurer,2011,STATE POLICY NETWORK
57-0952531,Stanford D Swim,Secretary,2011,STATE POLICY NETWORK
57-0952531,Theodore D Abram,Director,2011,STATE POLICY NETWORK
57-0952531,Adam Meyerson,Director,2011,STATE POLICY NETWORK
57-0952531,Whitney L Ball,Director,2011,STATE POLICY NETWORK
57-0952531,Barbara Wells Kenney,Director,2011,STATE POLICY NETWORK
57-0952531,Bndgett G Wagner,Director,2011,STATE POLICY NETWORK
57-0952531,Thomas Willcox,Director,2011,STATE POLICY NETWORK
57-0952531,John W Jackson,Director,2011,STATE POLICY NETWORK
57-0952531,Tracie J. Sharp,President,2010,STATE POLICY NETWORK
57-0952531,Jennifer Butler,Executive VP,2010,STATE POLICY NETWORK
57-0952531,Carl Helstrom,Chairman,2010,STATE POLICY NETWORK
57-0952531,"Gisele Huff, PHD",Treasurer,2010,STATE POLICY NETWORK
57-0952531,Barbara Wells Kenney,Secretary,2010,STATE POLICY NETWORK
57-0952531,Theodore D. Abram,Director,2010,STATE POLICY NETWORK
57-0952531,Adam Meyerson,Director,2010,STATE POLICY NETWORK
57-0952531,Whitney L. Ball,Director,2010,STATE POLICY NETWORK
57-0952531,Stanford D. Swim,Director,2010,STATE POLICY NETWORK
57-0952531,Bridgett G. Wagner,Director,2010,STATE POLICY NETWORK
57-0952531,Thomas Willcox,Director,2010,STATE POLICY NETWORK
57-0952531,Tracie J. Sharp,President,2009,STATE POLICY NETWORK
57-0952531,Jennifer Butler,Executive VP,2009,STATE POLICY NETWORK
57-0952531,Carl Helstrom,Chairman,2009,STATE POLICY NETWORK
57-0952531,"Gisele Huff, PhD",Treasurer,2009,STATE POLICY NETWORK
57-0952531,Barbara Wells Kenney,Secretary,2009,STATE POLICY NETWORK
57-0952531,Theodore D. Abram,Director,2009,STATE POLICY NETWORK
57-0952531,Adam Meyerson,Director,2009,STATE POLICY NETWORK
57-0952531,Whitney L. Ball,Director,2009,STATE POLICY NETWORK
57-0952531,Stanford D. Swim,Director,2009,STATE POLICY NETWORK
57-0952531,Bridgett G. Wagner,Director,2009,STATE POLICY NETWORK
57-0952531,Thomas Willcox,Director,2009,STATE POLICY NETWORK
57-0952531,TRACIE SHARP,PRESIDENT,2008,STATE POLICY NETWORK
57-0952531,JENNIFER BUTLER,VICE PRESIDENT,2008,STATE POLICY NETWORK
57-0952531,"CARL O. HELSTROM, III",CHAIRMAN,2008,STATE POLICY NETWORK
57-0952531,"GISELE HUFF, PHD",TREASURER,2008,STATE POLICY NETWORK
57-0952531,BARBARA WELLS KENNEY,SECRETARY,2008,STATE POLICY NETWORK
57-0952531,BRIDGETT G. WAGNER,DIRECTOR,2008,STATE POLICY NETWORK
57-0952531,ADAM MEYERSON,DIRECTOR,2008,STATE POLICY NETWORK
57-0952531,STANFORD SWIM,DIRECTOR,2008,STATE POLICY NETWORK
57-0952531,THOMAS WILLCOX,DIRECTOR,2008,STATE POLICY NETWORK
57-0952531,THEODORE D. ABRAM,DIRECTOR,2008,STATE POLICY NETWORK
57-0952531,WHITNEY L. BALL,DIRECTOR,2008,STATE POLICY NETWORK
57-0952531,TRACIE SHAPP,PRESIDENT,2007,STATE POLICY NETWORK
57-0952531,WHITNEY L. BALL,DIRECTOR,2007,STATE POLICY NETWORK
57-0952531,THEODORE D. ABRAM,DIRECTOR,2007,STATE POLICY NETWORK
57-0952531,BARBARA WELLS KENNEY,SECRETARY,2007,STATE POLICY NETWORK
57-0952531,STANFORD SWIM,DIRECTOR,2007,STATE POLICY NETWORK
57-0952531,ADAM MEYERSON,DIRECTOR,2007,STATE POLICY NETWORK
57-0952531,"CARL O. HELSTROM, III",CHAIRMAN,2007,STATE POLICY NETWORK
57-0952531,BRIDGETT G. WAGNER,DIRECTOR,2007,STATE POLICY NETWORK
57-0952531,"GISELE HUFF, PHD",TREASURER,2007,STATE POLICY NETWORK
57-0952531,THOMAS WILLCOX,DIRECTOR,2007,STATE POLICY NETWORK
57-0952531,THACIE SHARP,PRESIDENT,2006,STATE POLICY NETWORK
57-0952531,JENNIEFER BUTLER,VICE PRESIDENT,2006,STATE POLICY NETWORK
57-0952531,BYRON S. LAMM,DIRECTOR,2006,STATE POLICY NETWORK
57-0952531,"CARL O. HELSTROM, III",CHAIRMAN/SEC,2006,STATE POLICY NETWORK
57-0952531,WHITNEY L. BALL,DIRECTOR,2006,STATE POLICY NETWORK
57-0952531,BRIDGETT G. WAGNER,DIRECTOR,2006,STATE POLICY NETWORK
57-0952531,THEODORE D. ABRAM,DIRECTOR,2006,STATE POLICY NETWORK
57-0952531,LAWRENCE W. REED,DIRECTOR,2006,STATE POLICY NETWORK
57-0952531,BARBARA WELLS KENNEY,DIRECTOR,2006,STATE POLICY NETWORK
57-0952531,"ROBERT W. POOLE, JR",DIRECTOR,2006,STATE POLICY NETWORK
57-0952531,GISELE HUFF,TREASURER,2006,STATE POLICY NETWORK
57-0952531,TRACIE SHARP,PRESIDENT,2005,STATE POLICY NETWORK
57-0952531,BARBARA WELLS KENNEY,DIRECTOR,2005,STATE POLICY NETWORK
57-0952531,BRIDGETT G. WAGNER,DIRECTOR,2005,STATE POLICY NETWORK
57-0952531,BYRON S. LAMM,DIRECTOR,2005,STATE POLICY NETWORK
57-0952531,WHITNEY L. BALL,DIRECTOR,2005,STATE POLICY NETWORK
57-0952531,GISELE HUFF,TREASURER,2005,STATE POLICY NETWORK
57-0952531,"CARL O. HELSTROM, III",CHAIRMAN/ SEC,2005,STATE POLICY NETWORK
57-0952531,THEODORE D. ABRAM,DIRECTOR,2005,STATE POLICY NETWORK
57-0952531,LAWRENCE W. REED,DIRECTOR,2005,STATE POLICY NETWORK
57-0952531,"ROBERT W. POOLE, JR",DIRECTOR,2005,STATE POLICY NETWORK
57-0952531,TRACIE SHARP,PRESIDENT,2003,STATE POLICY NETWORK
57-0952531,ALEJANDRO A. CHAFUEN,DIRECTOR,2003,STATE POLICY NETWORK
57-0952531,"CARL O. HELSTROM, III",CHAIRMAN/SEC,2003,STATE POLICY NETWORK
57-0952531,THEODORE D. ABRAM,DIRECTOR,2003,STATE POLICY NETWORK
57-0952531,"DERWOOD S. CHASE, JR",DIRECTOR,2003,STATE POLICY NETWORK
57-0952531,"ROBERT W. POOLE, JR",DIRECTOR,2003,STATE POLICY NETWORK
57-0952531,LAWRENCE W. REED,DIRECTOR,2003,STATE POLICY NETWORK
57-0952531,BYRON S. LAMM,TREASURER,2003,STATE POLICY NETWORK
57-0952531,GAYLORD SWIM,DIRECTOR,2003,STATE POLICY NETWORK
57-0952531,TRACIE SHARP,PRESIDENT,2002,STATE POLICY NETWORK
57-0952531,"ROBERT W POOLE, JR",DIRECTOR,2002,STATE POLICY NETWORK
57-0952531,THEODORE D ABRAM,DIRECTOR,2002,STATE POLICY NETWORK
57-0952531,ALEJANDRO A CHAFUEN,DIRECTOR,2002,STATE POLICY NETWORK
57-0952531,LAWRENCE W REED,DIRECTOR,2002,STATE POLICY NETWORK
57-0952531,BYRON S LAMM,SEC/TREASURER,2002,STATE POLICY NETWORK
57-0952531,GAYLORT SWIM,DIRECTOR,2002,STATE POLICY NETWORK
57-0952531,"CARL O HELSTROM, III",CHAIRMAN,2002,STATE POLICY NETWORK
57-0952531,"DERWOOD S CHASE, JR",DIRECTOR,2002,STATE POLICY NETWORK
57-0952531,TRACIE SHARP,PRESIDENT,2001,STATE POLICY NETWORK
57-0952531,ALEJANDRO A CHAFUEN,DIRECTOR,2001,STATE POLICY NETWORK
57-0952531,"DERWOOD S CHASE, JR",DIRECTOR,2001,STATE POLICY NETWORK
57-0952531,GAYLORD SWIM,DIRECTOR,2001,STATE POLICY NETWORK
57-0952531,"CARL O HELSTROM, III",CHAIRMAN,2001,STATE POLICY NETWORK
57-0952531,BYRON S LAMM,SEC/TREASURER,2001,STATE POLICY NETWORK
57-0952531,THEODORE D ABRAM,DIRECTOR,2001,STATE POLICY NETWORK
57-0952531,LAWRENCE W REED,DIRECTOR,2001,STATE POLICY NETWORK
57-0952531,"ROBERT W POOLE, JR",DIRECTOR,2001,STATE POLICY NETWORK
57-0952531,TRACIE SHARP,PRESIDENT,2000,STATE POLICY NETWORK
57-0952531,LAWRENCE W. REED,DIRECTOR,2000,STATE POLICY NETWORK
57-0952531,THEODORE D. ABRAM,DIRECTOR,2000,STATE POLICY NETWORK
57-0952531,"DERWOOD S. CHASE, JR",DIRECTOR,2000,STATE POLICY NETWORK
57-0952531,ALEJANDRO A. CHAFUEN,DIRECTOR,2000,STATE POLICY NETWORK
57-0952531,GAYLORD SWIM,DIRECTOR,2000,STATE POLICY NETWORK
57-0952531,"CARL O. HELSTROM, III",CHAIRMAN,2000,STATE POLICY NETWORK
57-0952531,"ROBERT W. POOLE, JR",DIRECTOR,2000,STATE POLICY NETWORK
57-0952531,BYRON S. LAMM,SEC/TREASURER,2000,STATE POLICY NETWORK
57-0952531,CAREN A. HOUSTON,PRESIDENT,1999,STATE POLICY NETWORK
57-0952531,BYRON S. LAMM,PRESIDENT,1999,STATE POLICY NETWORK
57-0952531,"ROBERT W. POOLE, JR",DIRECTOR,1999,STATE POLICY NETWORK
57-0952531,LAWRENCE W. REED,DIRECTOR,1999,STATE POLICY NETWORK
57-0952531,THOMAS A ROE,CHAIRMAN EMERITUS,1999,STATE POLICY NETWORK
57-0952531,"CARL O. HELSTROM, III",CHAIRMAN,1999,STATE POLICY NETWORK
57-0952531,GAYLORD SWIM,DIRECTOR,1999,STATE POLICY NETWORK
57-0952531,THEODORE D. ABRAM,DIRECTOR,1999,STATE POLICY NETWORK
57-0952531,"DERWOOD S. CHASE, JR",DIRECTOR,1999,STATE POLICY NETWORK
57-0952531,TRACIE SHARP,DIRECTOR,1999,STATE POLICY NETWORK
57-0952531,ALEJANDRO A. CHAFUEN,DIRECTOR,1999,STATE POLICY NETWORK
57-0952531,BYRON S. LAMM,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,C.C. GUY,ASST. TREASURER,1998,STATE POLICY NETWORK
57-0952531,"CARL O. HELSTROM, III",TREASURER,1998,STATE POLICY NETWORK
57-0952531,"FRED L. SMITH, JR.",DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,G. ROBERT WILLIAMS,SECRETARY,1998,STATE POLICY NETWORK
57-0952531,GARY PALMER,CHAIRMAN,1998,STATE POLICY NETWORK
57-0952531,JEFF JUDSON,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,JEFFREY L. FLAKE,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,JO KWONG,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,JUDY M. CRESANTA,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,LAWRENCE W. REED,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,MICHAEL W. WATSON,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,MITCHELL B. PEARLSTEIN,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,MR. LAWRENCE W. REED,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,THOMAS A. ROE,CHAIRMAN EMERITUS,1998,STATE POLICY NETWORK
57-0952531,THOMAS C. ATWOOD,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,TRACIE SHARP,DIRECTOR,1998,STATE POLICY NETWORK
57-0952531,BYRON S. LAMM,DIRECTOR,1997,STATE POLICY NETWORK
57-0952531,C.C. GUY,ASST. TREASURER,1997,STATE POLICY NETWORK
57-0952531,"CARL O. HELSTROM, III",TREASURER,1997,STATE POLICY NETWORK
57-0952531,"FRED L. SMITH, JR.",DIRECTOR,1997,STATE POLICY NETWORK
57-0952531,G. ROBERT WILLIAMS,SECRETARY,1997,STATE POLICY NETWORK
57-0952531,GARY PALMER,CHAIRMAN,1997,STATE POLICY NETWORK
57-0952531,JEFF JUDSON,DIRECTOR,1997,STATE POLICY NETWORK
57-0952531,JEFFREY L. FLAKE,DIRECTOR,1997,STATE POLICY NETWORK
57-0952531,JO KWONG,DIRECTOR,1997,STATE POLICY NETWORK
57-0952531,JUDY M. CRESANTA,DIRECTOR,1997,STATE POLICY NETWORK
57-0952531,MICHAEL W. WATSON,DIRECTOR,1997,STATE POLICY NETWORK
57-0952531,MITCHELL B. PEARLSTEIN,DIRECTOR,1997,STATE POLICY NETWORK
57-0952531,MR. LAWRENCE W. REED,DIRECTOR,1997,STATE POLICY NETWORK
57-0952531,THOMAS A. ROE,CHAIRMAN EMERITUS,1997,STATE POLICY NETWORK
57-0952531,THOMAS C. ATWOOD,DIRECTOR,1997,STATE POLICY NETWORK
57-0952531,TRACIE SHARP,DIRECTOR,1997,STATE POLICY NETWORK
26-1608721,BRUCE HENDERSON,BOARD CHAIR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,MICHAEL A NERVIE,VICE CHAIRMAN,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,RICHARD LAMMONS,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,JULIE NELSON,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,JIMMY STRAUGHAN,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,PATRICIA OUTTRIM,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,BILL ALLEN,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,RICHARD GUERRANT,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,JOHN TOBOLA,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,TAKASHI HORIE,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,JABOR AL-MESSALLAM,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,DALE KELLY-COCHRANE,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
26-1608721,EVELINE OTTEN,DIRECTOR,2014,CENTER FOR LIQUEFIED NATURAL GAS
