GRANTMAKER,RECIPIENT,YEAR,GRANTMAKER_PERSON,RECIPIENT_PERSON,Correct,combo,duplicate
SCAIFE FAMILY FOUNDATIONS,HERITAGE FOUNDATION,2011,MICHAEL W GLEBA,MICHAEL W GLEBA,True,SCAIFE FAMILY FOUNDATIONSHERITAGE FOUNDATIONMICHAEL W GLEBAMICHAEL W GLEBA,True
SCAIFE FAMILY FOUNDATIONS,COMMONWEALTH FOUNDATION,2011,MICHAEL W GLEBA,MICHAEL W GLEBA,True,SCAIFE FAMILY FOUNDATIONSCOMMONWEALTH FOUNDATIONMICHAEL W GLEBAMICHAEL W GLEBA,True
SCAIFE FAMILY FOUNDATIONS,COMPETITIVE ENTERPRISE INSTITUTE,2011,MICHAEL W GLEBA,MICHAEL W GLEBA,True,SCAIFE FAMILY FOUNDATIONSCOMPETITIVE ENTERPRISE INSTITUTEMICHAEL W GLEBAMICHAEL W GLEBA,True
CHASE FOUNDATION OF VIRGINIA,AMERICANS FOR PROSPERITY,2011,WALTER E WILLIAMS,WALTER  WILLIAMS,True,CHASE FOUNDATION OF VIRGINIAAMERICANS FOR PROSPERITYWALTER E WILLIAMSWALTER  WILLIAMS,True
CHASE FOUNDATION OF VIRGINIA,FREE TO CHOOSE NETWORK,2011,WALTER E WILLIAMS,WALTER  WILLIAMS,True,CHASE FOUNDATION OF VIRGINIAFREE TO CHOOSE NETWORKWALTER E WILLIAMSWALTER  WILLIAMS,True
THOMAS W SMITH FOUNDATION INC,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2011,JAMES  PIERESON,JAMES  PIERESON,True,THOMAS W SMITH FOUNDATION INCMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
THOMAS W SMITH FOUNDATION INC,AMERICAN SPECTATOR FOUNDATION,2011,JAMES  PIERESON,JAMES  PIERESON,True,THOMAS W SMITH FOUNDATION INCAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
DONORS TRUST & DONORS CAPITAL FUND,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2011,JAMES  PIERESON,JAMES  PIERESON,True,DONORS TRUST & DONORS CAPITAL FUNDMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICAN SPECTATOR FOUNDATION,2011,JAMES  PIERESON,JAMES  PIERESON,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
SEARLE FREEDOM TRUST,MANHATTAN INSTITUTE FOR POLICY RESEARCH,2011,JAMES  PIERESON,JAMES  PIERESON,True,SEARLE FREEDOM TRUSTMANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON,True
SEARLE FREEDOM TRUST,AMERICAN SPECTATOR FOUNDATION,2011,JAMES  PIERESON,JAMES  PIERESON,True,SEARLE FREEDOM TRUSTAMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON,True
"WILLIAM E. SIMON FOUNDATION, INC.",MANHATTAN INSTITUTE FOR POLICY RESEARCH,2011,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.MANHATTAN INSTITUTE FOR POLICY RESEARCHJAMES  PIERESONJAMES  PIERESON",True
"WILLIAM E. SIMON FOUNDATION, INC.",AMERICAN SPECTATOR FOUNDATION,2011,JAMES  PIERESON,JAMES  PIERESON,True,"WILLIAM E. SIMON FOUNDATION, INC.AMERICAN SPECTATOR FOUNDATIONJAMES  PIERESONJAMES  PIERESON",True
MERCER FAMILY FOUNDATION,MEDIA RESEARCH CENTER,2011,REBEKAH  MERCER,REBEKAH  MERCER,True,MERCER FAMILY FOUNDATIONMEDIA RESEARCH CENTERREBEKAH  MERCERREBEKAH  MERCER,True
HERRICK FOUNDATION,MACKINAC CENTER FOR PUBLIC POLICY,2011,KENT B HERRICK,KENT B HERRICK,True,HERRICK FOUNDATIONMACKINAC CENTER FOR PUBLIC POLICYKENT B HERRICKKENT B HERRICK,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2011,EMILIO J PACHECO,EMILIO J PACHECO,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDEMILIO J PACHECOEMILIO J PACHECO,True
DONORS TRUST & DONORS CAPITAL FUND,STATE POLICY NETWORK,2011,WHITNEY L BALL,WHITNEY L BALL,True,DONORS TRUST & DONORS CAPITAL FUNDSTATE POLICY NETWORKWHITNEY L BALLWHITNEY L BALL,True
J. P. HUMPHREYS FOUNDATION,AMERICANS FOR PROSPERITY,2011,DEBRA G HUMPHREYS,DEBRA GAIL HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONAMERICANS FOR PROSPERITYDEBRA G HUMPHREYSDEBRA GAIL HUMPHREYS,True
E. L. CRAIG FOUNDATION,AMERICANS FOR PROSPERITY,2011,DEBRA G HUMPHREYS,DEBRA GAIL HUMPHREYS,True,E. L. CRAIG FOUNDATIONAMERICANS FOR PROSPERITYDEBRA G HUMPHREYSDEBRA GAIL HUMPHREYS,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2011,CHRIS L TALLEY,CHRIS L TALLEY,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDCHRIS L TALLEYCHRIS L TALLEY,True
SCAIFE FAMILY FOUNDATIONS,ALLEGHENY INSTITUTE FOR PUBLIC POLICY,2011,JAMES C RODDEY,JAMES C RODDEY,True,SCAIFE FAMILY FOUNDATIONSALLEGHENY INSTITUTE FOR PUBLIC POLICYJAMES C RODDEYJAMES C RODDEY,True
JAQUELIN HUME FOUNDATION,STATE POLICY NETWORK,2011,GISELE  HUFF,GISELE  HUFF,True,JAQUELIN HUME FOUNDATIONSTATE POLICY NETWORKGISELE  HUFFGISELE  HUFF,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2011,JO ANNE W SHEPLER,JO ANNE W SHEPLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDJO ANNE W SHEPLERJO ANNE W SHEPLER,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2011,KEVIN L GENTRY,KEVIN  GENTRY,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYKEVIN L GENTRYKEVIN  GENTRY,True
CHARLES KOCH INSTITUTE AND FOUNDATION,CATO INSTITUTE,2011,KEVIN L GENTRY,KEVIN  GENTRY,True,CHARLES KOCH INSTITUTE AND FOUNDATIONCATO INSTITUTEKEVIN L GENTRYKEVIN  GENTRY,True
JOHN TEMPLETON FOUNDATION,JOSIAH BARTLETT CENTER FOR PUBLIC POLICY,2012,MICHAEL  MURRAY,MICHAEL  MURRAY,True,JOHN TEMPLETON FOUNDATIONJOSIAH BARTLETT CENTER FOR PUBLIC POLICYMICHAEL  MURRAYMICHAEL  MURRAY,True
ROE FOUNDATION The,SOUTH CAROLINA POLICY COUNCIL,2012,THOMAS L WILLCOX,THOMAS L WILLCOX,True,ROE FOUNDATION TheSOUTH CAROLINA POLICY COUNCILTHOMAS L WILLCOXTHOMAS L WILLCOX,True
ROE FOUNDATION The,STATE POLICY NETWORK,2012,THOMAS L WILLCOX,THOMAS L WILLCOX,True,ROE FOUNDATION TheSTATE POLICY NETWORKTHOMAS L WILLCOXTHOMAS L WILLCOX,True
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",WASHINGTON LEGAL FOUNDATION,2012,CONSTANCE C LARCHER,CONSTANCE C LARCHER,True,"U.S. JUSTICE CHARITABLE FOUNDATION, INC.WASHINGTON LEGAL FOUNDATIONCONSTANCE C LARCHERCONSTANCE C LARCHER",True
DONORS TRUST & DONORS CAPITAL FUND,HERITAGE FOUNDATION,2012,JOHN VON KANNON,JOHN VON KANNON,True,DONORS TRUST & DONORS CAPITAL FUNDHERITAGE FOUNDATIONJOHN VON KANNONJOHN VON KANNON,True
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR RESEARCH ON ECONOMICS AND THE ENVIRONMENT,2012,JOHN VON KANNON,JOHN VON KANNON,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR RESEARCH ON ECONOMICS AND THE ENVIRONMENTJOHN VON KANNONJOHN VON KANNON,True
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR RESEARCH ON ECONOMICS AND THE ENVIRONMENT,2012,JOHN VON KANNON,JOHN A VON KANNON,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR RESEARCH ON ECONOMICS AND THE ENVIRONMENTJOHN VON KANNONJOHN A VON KANNON,True
SCAIFE FAMILY FOUNDATIONS,HERITAGE FOUNDATION,2012,RICHARD M SCAIFE,RICHARD M SCAIFE,True,SCAIFE FAMILY FOUNDATIONSHERITAGE FOUNDATIONRICHARD M SCAIFERICHARD M SCAIFE,True
WILLIAM H. DONNER FOUNDATION The,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,DEBORAH  DONNER,DEBORAH  DONNER,True,WILLIAM H. DONNER FOUNDATION ThePROPERTY AND ENVIRONMENT RESEARCH CENTERDEBORAH  DONNERDEBORAH  DONNER,False
DUNN FOUNDATION THE,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THEPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,FOUNDATION FOR ECONOMIC EDUCATION,2012,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THEFOUNDATION FOR ECONOMIC EDUCATIONWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,CATO INSTITUTE,2012,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THECATO INSTITUTEWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,COMPETITIVE ENTERPRISE INSTITUTE,2012,WILLIAM A DUNN,WILLIAM  DUNN,True,DUNN FOUNDATION THECOMPETITIVE ENTERPRISE INSTITUTEWILLIAM A DUNNWILLIAM  DUNN,True
DUNN FOUNDATION THE,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THEPROPERTY AND ENVIRONMENT RESEARCH CENTERWILLIAM A DUNNWILLIAM A DUNN,True
DUNN FOUNDATION THE,JAMES MADISON INSTITUTE,2012,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THEJAMES MADISON INSTITUTEWILLIAM A DUNNWILLIAM A DUNN,True
DUNN FOUNDATION THE,COMPETITIVE ENTERPRISE INSTITUTE,2012,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THECOMPETITIVE ENTERPRISE INSTITUTEWILLIAM A DUNNWILLIAM A DUNN,True
DUNN FOUNDATION THE,REASON FOUNDATION THE,2012,WILLIAM A DUNN,WILLIAM A DUNN,True,DUNN FOUNDATION THEREASON FOUNDATION THEWILLIAM A DUNNWILLIAM A DUNN,True
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR ECONOMIC EDUCATION,2012,KRIS ALAN MAUREN,KRIS ALAN MAUREN,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR ECONOMIC EDUCATIONKRIS ALAN MAURENKRIS ALAN MAUREN,True
DONORS TRUST & DONORS CAPITAL FUND,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS,True
DONORS TRUST & DONORS CAPITAL FUND,INDEPENDENT WOMEN'S FORUM,2012,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,DONORS TRUST & DONORS CAPITAL FUNDINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS,True
SEARLE FREEDOM TRUST,PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,SEARLE FREEDOM TRUSTPROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS,True
SEARLE FREEDOM TRUST,INDEPENDENT WOMEN'S FORUM,2012,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,SEARLE FREEDOM TRUSTINDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS,True
"BRADY EDUCATION FOUNDATION, INC.",PROPERTY AND ENVIRONMENT RESEARCH CENTER,2012,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.PROPERTY AND ENVIRONMENT RESEARCH CENTERKIMBERLY O DENNISKIMBERLY  DENNIS",True
"BRADY EDUCATION FOUNDATION, INC.",INDEPENDENT WOMEN'S FORUM,2012,KIMBERLY O DENNIS,KIMBERLY  DENNIS,True,"BRADY EDUCATION FOUNDATION, INC.INDEPENDENT WOMEN'S FORUMKIMBERLY O DENNISKIMBERLY  DENNIS",True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2012,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2012,RICHARD  FINK,RICHARD H FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD  FINKRICHARD H FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2012,RICHARD  FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYRICHARD  FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2012,RICHARD  FINK,RICHARD  FINK,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYRICHARD  FINKRICHARD  FINK,True
CHARLES KOCH INSTITUTE AND FOUNDATION,MERCATUS CENTER GEORGE MASON UNIVERSITY,2012,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONMERCATUS CENTER GEORGE MASON UNIVERSITYCHARLES G KOCHCHARLES G KOCH,True
CHARLES KOCH INSTITUTE AND FOUNDATION,AMERICANS FOR PROSPERITY,2012,CHARLES G KOCH,CHARLES G KOCH,True,CHARLES KOCH INSTITUTE AND FOUNDATIONAMERICANS FOR PROSPERITYCHARLES G KOCHCHARLES G KOCH,True
J. P. HUMPHREYS FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2012,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2012,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2012,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2012,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2012,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEDAVID C HUMPHREYSDAVID  HUMPHREYS,True
E. L. CRAIG FOUNDATION,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2012,DAVID C HUMPHREYS,DAVID  HUMPHREYS,True,E. L. CRAIG FOUNDATIONACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYDAVID C HUMPHREYSDAVID  HUMPHREYS,True
CHASE FOUNDATION OF VIRGINIA,STATE POLICY NETWORK,2012,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIASTATE POLICY NETWORKDERWOOD S CHASEDERWOOD S CHASE,True
CHASE FOUNDATION OF VIRGINIA,REASON FOUNDATION THE,2012,DERWOOD S CHASE,DERWOOD S CHASE,True,CHASE FOUNDATION OF VIRGINIAREASON FOUNDATION THEDERWOOD S CHASEDERWOOD S CHASE,True
ROE FOUNDATION The,AMERICA'S FUTURE FOUNDATION,2012,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheAMERICA'S FUTURE FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,COMMONWEALTH FOUNDATION,2012,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheCOMMONWEALTH FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,STATE POLICY NETWORK,2012,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheSTATE POLICY NETWORKCARL O HELSTROMCARL  HELSTROM,True
ROE FOUNDATION The,FOUNDATION FOR ECONOMIC EDUCATION,2012,CARL O HELSTROM,CARL  HELSTROM,True,ROE FOUNDATION TheFOUNDATION FOR ECONOMIC EDUCATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,AMERICA'S FUTURE FOUNDATION,2012,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONAMERICA'S FUTURE FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,COMMONWEALTH FOUNDATION,2012,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONCOMMONWEALTH FOUNDATIONCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,STATE POLICY NETWORK,2012,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONSTATE POLICY NETWORKCARL O HELSTROMCARL  HELSTROM,True
LYNDE AND HARRY BRADLEY FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2012,CARL O HELSTROM,CARL  HELSTROM,True,LYNDE AND HARRY BRADLEY FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONCARL O HELSTROMCARL  HELSTROM,True
WILLIAM H. DONNER FOUNDATION The,ATLAS NETWORK,2012,HON CURTIN WINSOR,HON CURTIN WINSOR,True,WILLIAM H. DONNER FOUNDATION TheATLAS NETWORKHON CURTIN WINSORHON CURTIN WINSOR,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2012,T ALAN RUSSELL,T ALAN RUSSELL,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDT ALAN RUSSELLT ALAN RUSSELL,True
CHASE FOUNDATION OF VIRGINIA,ATLAS NETWORK,2012,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAATLAS NETWORKALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
CHASE FOUNDATION OF VIRGINIA,ACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTY,2012,ALEJANDRO A CHAFUEN,ALEJANDRO  CHAFUEN,True,CHASE FOUNDATION OF VIRGINIAACTON INSTITUTE FOR THE STUDY OF RELIGION AND LIBERTYALEJANDRO A CHAFUENALEJANDRO  CHAFUEN,True
PIERRE F. AND ENID GOODRICH FOUNDATION,LIBERTY FUND,2012,SANDRA J SCHALLER,SANDRA J SCHALLER,True,PIERRE F. AND ENID GOODRICH FOUNDATIONLIBERTY FUNDSANDRA J SCHALLERSANDRA J SCHALLER,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2012,MARY LG THEROUX,MARY L G THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEMARY LG THEROUXMARY L G THEROUX,True
MALONE FAMILY FOUNDATION The,CATO INSTITUTE,2012,JOHN C MALONE,JOHN C MALONE,True,MALONE FAMILY FOUNDATION TheCATO INSTITUTEJOHN C MALONEJOHN C MALONE,True
"COVENANT FOUNDATION, INC.",TEXAS PUBLIC POLICY FOUNDATION,2012,JAMES R LEININGER,JAMES R LEININGER,True,"COVENANT FOUNDATION, INC.TEXAS PUBLIC POLICY FOUNDATIONJAMES R LEININGERJAMES R LEININGER",True
SCAIFE FAMILY FOUNDATIONS,YOUNG AMERICA'S FOUNDATION,2012,T KENNETH CRIBB,T KENNETH CRIBB,True,SCAIFE FAMILY FOUNDATIONSYOUNG AMERICA'S FOUNDATIONT KENNETH CRIBBT KENNETH CRIBB,True
SCAIFE FAMILY FOUNDATIONS,FEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY STUDIES,2012,T KENNETH CRIBB,T KENNETH CRIBB,True,SCAIFE FAMILY FOUNDATIONSFEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY STUDIEST KENNETH CRIBBT KENNETH CRIBB,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2012,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2012,ETHELMAE C HUMPHREYS,ETHELMAE C HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE C HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2012,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,SHOW-ME INSTITUTE,2012,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONSHOW-ME INSTITUTEETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
J. P. HUMPHREYS FOUNDATION,CATO INSTITUTE,2012,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,J. P. HUMPHREYS FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
E. L. CRAIG FOUNDATION,FOUNDATION FOR ECONOMIC EDUCATION,2012,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,E. L. CRAIG FOUNDATIONFOUNDATION FOR ECONOMIC EDUCATIONETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
E. L. CRAIG FOUNDATION,SHOW-ME INSTITUTE,2012,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,E. L. CRAIG FOUNDATIONSHOW-ME INSTITUTEETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
E. L. CRAIG FOUNDATION,CATO INSTITUTE,2012,ETHELMAE C HUMPHREYS,ETHELMAE  HUMPHREYS,True,E. L. CRAIG FOUNDATIONCATO INSTITUTEETHELMAE C HUMPHREYSETHELMAE  HUMPHREYS,True
DAVID J.  MARY L. G. THEROUX FOUNDATION,INDEPENDENT INSTITUTE,2012,DAVID  THEROUX,DAVID J THEROUX,True,DAVID J.  MARY L. G. THEROUX FOUNDATIONINDEPENDENT INSTITUTEDAVID  THEROUXDAVID J THEROUX,True
WILLIAM H. DONNER FOUNDATION The,NATIONAL TAXPAYERS UNION,2012,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheNATIONAL TAXPAYERS UNIONCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,NATIONAL TAXPAYERS UNION FOUNDATION,2012,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheNATIONAL TAXPAYERS UNION FOUNDATIONCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,MEDIA RESEARCH CENTER,2012,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheMEDIA RESEARCH CENTERCURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,HUDSON INSTITUTE,2012,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheHUDSON INSTITUTECURTIN  WINSORCURTIN  WINSOR,True
WILLIAM H. DONNER FOUNDATION The,ATLAS NETWORK,2012,CURTIN  WINSOR,CURTIN  WINSOR,True,WILLIAM H. DONNER FOUNDATION TheATLAS NETWORKCURTIN  WINSORCURTIN  WINSOR,True
SUSQUEHANNA FOUNDATION,CATO INSTITUTE,2012,JEFFREY  YASS,JEFFREY S YASS,True,SUSQUEHANNA FOUNDATIONCATO INSTITUTEJEFFREY  YASSJEFFREY S YASS,False
SEARLE FREEDOM TRUST,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2012,CHRISTOPHER C DEMUTH,CHRISTOPHER  DEMUTH,True,SEARLE FREEDOM TRUSTAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHCHRISTOPHER C DEMUTHCHRISTOPHER  DEMUTH,True
DONORS TRUST & DONORS CAPITAL FUND,AMERICA'S FUTURE FOUNDATION,2012,ROGER R REAM,ROGER  REAM,True,DONORS TRUST & DONORS CAPITAL FUNDAMERICA'S FUTURE FOUNDATIONROGER R REAMROGER  REAM,False
DONORS TRUST & DONORS CAPITAL FUND,FOUNDATION FOR ECONOMIC EDUCATION,2012,ROGER R REAM,ROGER  REAM,True,DONORS TRUST & DONORS CAPITAL FUNDFOUNDATION FOR ECONOMIC EDUCATIONROGER R REAMROGER  REAM,False
JOHN WILLIAM POPE FOUNDATION,JOHN LOCKE FOUNDATION,2012,DAVID M STOVER,DAVID M STOVER,True,JOHN WILLIAM POPE FOUNDATIONJOHN LOCKE FOUNDATIONDAVID M STOVERDAVID M STOVER,False
ORANGE CRIMSON FOUNDATION,AMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCH,2012,DANIEL  D'ANIELLO,DAN  D'ANIELLO,True,ORANGE CRIMSON FOUNDATIONAMERICAN ENTERPRISE INSTITUTE FOR PUBLIC POLICY RESEARCHDANIEL  D'ANIELLODAN  D'ANIELLO,False
"U.S. JUSTICE CHARITABLE FOUNDATION, INC.",WASHINGTON LEGAL FOUNDATION,2012,JOHN W POPEO,JOHN W POPEO,True,"U.S. JUSTICE CHARITABLE FOUNDATION, INC.WASHINGTON LEGAL FOUNDATIONJOHN W POPEOJOHN W POPEO",True
